Age,Annual_Income,Credit_Score,Years_at_Job,Existing_Loans,DTI_Ratio
31,165525,348,27,4,0.21
55,83070,356,32,1,0.54
27,54106,825,14,4,0.22
74,64109,638,35,4,0.59
45,38756,307,18,0,0.47
31,46069,322,34,2,0.45
53,111939,343,31,3,0.39
55,61160,736,38,2,0.53
33,87672,368,11,1,0.54
38,38377,812,28,2,0.23
45,91421,576,33,2,0.5
50,54236,791,15,1,0.18
23,67081,382,21,1,0.3
58,61712,611,7,3,0.56
32,65582,401,11,3,0.25
61,56691,525,33,1,0.32
20,113791,685,15,1,0.31
60,28210,767,8,4,0.39
64,78177,440,26,3,0.52
52,42864,825,34,3,0.37
31,37118,631,10,4,0.57
19,174401,568,18,4,0.54
46,37216,643,30,3,0.41
21,24133,393,14,4,0.32
43,96561,369,26,3,0.26
68,46785,425,32,0,0.41
29,113244,682,6,3,0.5
19,19425,487,22,4,0.35
34,151274,805,35,1,0.54
52,95962,611,21,2,0.24
27,53959,434,0,2,0.53
65,25176,448,26,2,0.43
39,30768,401,10,2,0.25
58,42376,657,11,1,0.31
60,85545,441,20,2,0.12
38,38910,470,7,0,0.56
32,21480,664,12,4,0.48
52,67100,311,36,3,0.4
65,98533,354,32,1,0.59
38,179608,801,1,2,0.56
38,35852,624,8,2,0.56
38,37795,796,12,2,0.25
61,13400,615,25,4,0.21
49,27619,471,8,1,0.47
72,35131,689,14,0,0.26
22,38304,577,6,3,0.24
56,45849,620,36,0,0.23
26,80490,383,8,0,0.13
70,77323,387,13,2,0.46
35,46309,447,29,1,0.1
38,60331,835,19,2,0.38
25,30367,627,22,3,0.23
61,45127,397,14,1,0.43
69,31382,513,30,0,0.57
51,41360,610,3,2,0.45
27,151424,671,24,0,0.29
68,64386,777,18,3,0.19
58,44483,482,36,4,0.27
74,76033,497,33,3,0.33
41,49147,632,0,1,0.54
57,138960,709,30,4,0.59
41,71418,656,39,0,0.56
73,33511,390,34,4,0.35
49,115787,474,26,2,0.34
73,81604,697,20,0,0.24
50,75632,563,7,4,0.29
55,90511,790,17,3,0.56
61,86202,826,22,4,0.53
74,77339,472,35,1,0.17
73,55228,472,28,0,0.28
68,94203,558,15,4,0.39
66,54934,664,9,0,0.16
51,116318,694,16,3,0.28
28,76802,308,21,1,0.39
48,65754,559,39,0,0.33
35,82146,412,1,1,0.53
40,64798,774,29,3,0.4
39,113259,778,38,0,0.44
60,96224,477,38,3,0.36
35,62097,803,18,3,0.25
57,11738,781,9,1,0.4
64,92185,727,19,3,0.6
58,73740,816,23,3,0.2
64,201510,484,5,4,0.46
56,31267,675,17,0,0.46
37,53678,745,15,3,0.49
30,27634,311,38,2,0.32
62,41607,496,39,2,0.11
18,130480,784,39,4,0.55
69,26048,635,15,3,0.23
21,29845,628,39,4,0.3
41,80016,716,14,2,0.52
53,65962,812,39,0,0.54
53,50785,436,5,3,0.44
62,16597,573,32,4,0.32
19,112771,657,12,0,0.42
45,53233,761,3,4,0.32
43,35945,530,31,0,0.2
40,70315,530,28,0,0.27
32,112200,414,6,4,0.4
53,52411,814,32,2,0.14
44,43275,411,4,4,0.11
23,60946,445,39,1,0.1
52,72504,648,3,3,0.16
56,75966,335,6,2,0.17
55,52945,507,15,2,0.44
52,110781,303,36,4,0.3
53,38602,419,10,3,0.12
27,54919,408,4,1,0.19
47,54791,377,28,4,0.36
70,27715,828,24,3,0.41
58,71791,348,2,4,0.59
55,62736,408,31,3,0.36
46,54427,779,29,2,0.16
69,77110,671,19,4,0.42
60,54313,821,29,1,0.4
56,121176,675,2,3,0.27
67,75757,422,14,1,0.43
21,72216,389,13,1,0.56
22,42745,448,39,4,0.11
21,23293,300,9,3,0.2
53,89447,719,16,0,0.16
62,23290,817,14,1,0.45
33,52367,666,28,3,0.43
42,92998,445,33,2,0.15
31,38805,531,34,1,0.17
28,47544,768,8,1,0.53
46,29819,511,16,1,0.4
51,37760,405,1,2,0.36
39,40230,564,25,2,0.36
31,47516,557,37,4,0.18
73,63871,645,27,0,0.3
41,67216,510,29,4,0.39
56,123357,382,8,0,0.35
43,46948,382,27,1,0.31
60,79088,648,15,3,0.24
53,43573,594,23,1,0.28
56,138406,487,21,2,0.44
33,63688,717,19,0,0.59
55,53985,583,13,1,0.55
49,40302,630,31,0,0.5
23,94186,775,9,4,0.46
51,63887,779,1,2,0.32
73,66320,340,6,2,0.3
25,35311,371,0,3,0.43
47,40492,794,36,1,0.19
44,24814,608,14,2,0.57
24,46412,678,10,3,0.16
44,47112,566,19,2,0.16
42,30568,538,32,4,0.19
73,57745,304,37,1,0.14
63,50306,411,19,1,0.13
58,41649,617,9,0,0.18
32,38999,346,31,3,0.26
42,65048,592,35,4,0.38
39,40575,666,11,0,0.37
35,136243,325,24,4,0.14
29,54621,514,8,0,0.45
40,94769,598,16,0,0.25
68,33766,360,13,1,0.31
62,55211,721,23,4,0.28
56,37175,683,2,3,0.35
42,74090,715,15,3,0.12
27,58033,699,17,0,0.2
47,161021,476,38,0,0.18
27,49554,392,13,4,0.5
51,24830,807,9,1,0.38
63,58114,826,9,1,0.48
30,66099,575,5,4,0.45
71,43775,833,2,4,0.23
46,41067,482,21,1,0.36
55,32900,711,1,0,0.17
58,76171,330,38,1,0.49
62,80481,514,11,2,0.2
26,201950,651,0,2,0.59
30,55082,511,36,4,0.59
54,64624,484,12,2,0.18
31,53056,470,31,3,0.1
54,231760,531,24,2,0.16
26,81542,373,37,1,0.3
25,59940,552,4,2,0.49
56,171341,597,36,0,0.52
57,58119,373,17,4,0.34
71,351880,733,9,0,0.54
20,137577,498,18,2,0.54
72,59243,383,33,0,0.4
73,77366,516,29,3,0.27
64,63796,760,31,0,0.47
57,87292,536,10,3,0.44
50,44810,760,21,1,0.33
49,170824,810,29,0,0.49
24,43201,557,0,2,0.51
36,68005,528,5,1,0.42
51,71946,597,13,4,0.11
31,51138,804,2,4,0.33
67,31427,739,38,2,0.32
64,67542,472,14,3,0.55
63,67770,461,30,0,0.36
73,50796,752,18,4,0.29
74,51807,319,21,0,0.26
36,64672,371,6,1,0.4
68,111608,701,26,0,0.14
71,107722,743,34,4,0.54
43,76175,672,4,3,0.41
34,48320,607,34,4,0.22
71,50513,836,35,2,0.24
45,53004,583,36,4,0.55
36,47804,789,22,0,0.12
44,34514,644,35,0,0.25
65,40548,575,3,3,0.25
69,80917,625,1,4,0.47
74,43433,848,36,1,0.2
36,60962,315,34,1,0.13
50,59906,482,3,1,0.29
68,75318,492,3,2,0.46
24,43039,313,5,1,0.13
46,11451,323,16,2,0.19
72,43991,535,3,1,0.42
60,37720,802,21,3,0.45
22,20945,554,20,4,0.1
47,45403,676,11,2,0.57
66,42519,614,6,0,0.29
60,59058,606,27,2,0.28
73,77821,408,12,4,0.52
25,152860,574,32,2,0.15
59,62729,617,39,2,0.22
29,60782,544,12,4,0.53
59,162582,721,3,1,0.38
30,31744,430,24,4,0.41
43,32809,724,19,3,0.25
35,80913,444,37,1,0.37
59,115579,642,34,2,0.52
68,122518,518,8,4,0.59
69,24287,496,29,3,0.29
66,24641,377,38,3,0.18
37,56468,670,22,0,0.28
33,85347,394,10,3,0.27
54,49480,688,14,0,0.28
20,33237,814,21,3,0.23
44,31677,346,16,4,0.37
32,100516,457,11,2,0.58
51,102055,570,34,1,0.13
62,82067,721,33,3,0.39
39,58392,327,0,3,0.58
57,38798,476,31,0,0.31
40,23061,386,3,2,0.37
66,28249,567,23,4,0.15
21,21610,353,6,4,0.4
68,51529,382,11,2,0.29
71,75572,843,21,4,0.46
74,61876,684,34,1,0.35
58,121549,822,20,4,0.15
40,65474,522,28,1,0.18
64,26318,585,16,3,0.54
26,55917,743,27,4,0.4
41,56775,388,16,4,0.14
38,76861,828,3,1,0.25
58,91469,460,5,3,0.48
63,75815,457,14,3,0.39
72,46941,568,23,0,0.54
70,119388,679,7,3,0.24
33,90975,331,26,2,0.54
73,16395,386,30,0,0.31
72,87694,392,8,3,0.59
42,38457,809,17,1,0.52
43,24900,815,1,2,0.56
66,67908,388,21,0,0.52
62,191321,453,19,4,0.47
26,58305,457,3,1,0.5
32,51817,717,37,2,0.38
56,62835,552,12,1,0.3
50,197843,588,19,0,0.3
18,52364,458,5,2,0.31
22,97899,611,14,0,0.35
73,49067,734,7,0,0.44
26,44785,653,29,3,0.28
61,121310,564,35,1,0.44
23,34501,307,35,3,0.27
45,86968,406,2,3,0.39
62,50469,368,26,1,0.43
43,41003,739,29,2,0.3
45,48581,437,28,1,0.37
57,19425,657,15,4,0.11
32,35417,819,39,2,0.34
23,64023,367,37,3,0.51
44,52901,445,19,0,0.25
55,37312,549,15,0,0.23
21,125596,683,20,3,0.49
28,36435,767,17,2,0.26
38,122834,810,30,4,0.29
47,64438,793,1,2,0.51
35,52486,814,23,1,0.13
52,62743,663,5,4,0.57
20,69343,698,16,1,0.2
29,37130,419,25,2,0.21
44,37637,354,36,3,0.49
70,54165,369,1,3,0.16
47,74495,793,25,1,0.17
38,83437,655,36,4,0.15
55,111607,767,0,1,0.4
38,32393,587,1,4,0.52
55,71565,536,32,0,0.19
57,59487,517,10,2,0.3
32,45871,827,29,3,0.44
35,163052,569,33,3,0.25
69,74313,617,26,4,0.2
46,122328,563,33,0,0.55
65,11138,643,6,3,0.45
55,101066,776,38,1,0.56
38,78279,820,38,1,0.49
34,85042,341,1,3,0.27
58,51713,317,29,4,0.11
68,172015,509,2,2,0.33
35,54261,731,1,0,0.28
74,59316,629,29,2,0.35
72,36710,575,36,0,0.11
54,58708,721,28,3,0.37
55,54869,447,34,4,0.31
29,102336,349,37,1,0.44
28,82236,432,21,1,0.23
65,107651,404,36,1,0.51
69,56733,591,17,4,0.56
66,50530,531,39,2,0.18
37,93158,400,33,3,0.42
26,64794,558,37,4,0.42
18,18395,591,29,3,0.27
20,47746,411,1,3,0.16
38,20067,344,19,2,0.43
40,39824,782,15,1,0.33
26,100010,456,3,0,0.2
71,50602,524,12,4,0.13
36,52326,372,13,4,0.57
62,54334,471,8,4,0.3
72,60204,719,13,3,0.47
63,50645,713,10,2,0.17
69,148498,535,9,4,0.41
36,25548,538,29,3,0.11
40,67134,679,6,2,0.31
44,79070,756,5,0,0.22
44,38276,815,16,2,0.27
56,82687,503,12,1,0.41
53,42875,718,3,0,0.28
29,76108,383,25,0,0.22
72,31859,513,31,0,0.46
44,62551,690,2,3,0.37
63,182571,658,10,0,0.41
51,38081,672,19,3,0.29
50,48643,357,28,1,0.23
45,136605,736,1,0,0.22
48,111104,817,3,4,0.6
49,143525,385,31,3,0.43
67,49779,447,20,3,0.15
37,71214,774,16,2,0.42
57,75401,434,12,0,0.15
52,40599,417,31,0,0.25
48,34241,835,2,2,0.52
48,32195,678,30,3,0.56
55,46595,563,30,3,0.53
39,31605,622,0,2,0.38
62,42682,310,27,1,0.33
58,36209,562,22,3,0.22
26,77350,323,4,0,0.5
69,72947,440,0,1,0.41
26,44994,753,15,4,0.36
32,50471,530,10,2,0.23
30,80640,415,35,3,0.26
39,50138,579,36,3,0.22
33,44458,849,15,2,0.42
49,30803,498,11,3,0.41
19,115001,582,29,3,0.19
43,26621,585,3,0,0.27
31,51135,427,37,0,0.11
55,38458,506,7,3,0.19
51,64390,557,7,3,0.36
25,47873,810,20,3,0.29
53,62435,363,39,3,0.39
38,39327,440,7,1,0.31
73,47724,406,28,0,0.15
63,30527,512,14,3,0.43
60,36165,315,13,3,0.57
73,47497,687,37,0,0.24
45,65000,557,9,4,0.2
63,55632,413,26,3,0.52
61,118398,837,39,2,0.24
65,28094,337,26,1,0.29
23,52533,324,39,4,0.21
37,19216,351,34,4,0.41
48,55099,390,35,0,0.33
50,42811,437,10,1,0.28
61,46257,508,12,2,0.23
24,42578,360,34,1,0.58
25,74418,410,20,4,0.14
26,68869,557,36,4,0.24
19,32761,434,11,1,0.27
34,53489,359,24,0,0.51
69,27990,488,27,0,0.58
62,25492,635,17,4,0.1
54,73153,326,9,2,0.58
59,33907,300,38,4,0.58
61,44047,385,2,1,0.56
34,66811,379,4,3,0.56
70,59348,847,11,3,0.5
55,120801,763,13,2,0.25
52,31937,707,31,2,0.5
64,110166,700,32,2,0.34
56,79956,766,5,0,0.37
47,87551,474,29,4,0.11
23,49226,358,5,1,0.34
21,37199,705,30,4,0.24
68,62790,786,1,1,0.27
54,37110,582,25,3,0.34
52,36521,755,31,4,0.44
74,64555,521,4,1,0.14
26,101323,826,15,1,0.4
23,26850,484,11,3,0.25
30,115090,340,14,4,0.51
39,32182,728,20,4,0.55
45,51366,549,36,0,0.15
47,51769,784,20,4,0.54
69,47000,529,24,3,0.37
53,53185,303,16,1,0.18
19,64032,748,7,3,0.1
53,113123,810,29,3,0.4
25,54121,816,32,3,0.37
62,37938,345,1,4,0.46
59,35085,630,32,2,0.35
67,70232,425,27,3,0.11
26,90101,436,25,1,0.32
18,43283,488,0,0,0.52
30,94681,442,34,4,0.29
67,177076,725,38,2,0.23
32,115811,477,19,2,0.25
49,41679,649,12,3,0.15
51,100272,776,30,1,0.29
60,95081,734,37,0,0.49
48,61794,525,22,2,0.13
31,93773,577,11,4,0.56
71,87584,393,5,1,0.33
64,111711,629,23,4,0.43
31,79970,749,33,3,0.29
65,87326,777,32,0,0.23
72,35948,449,6,4,0.15
46,59810,809,13,0,0.34
64,41153,646,35,4,0.31
36,108850,576,15,2,0.39
44,30362,330,22,2,0.3
26,20045,676,17,3,0.32
54,29497,337,28,1,0.49
54,53429,655,6,0,0.16
60,21768,566,3,1,0.3
45,23237,589,24,1,0.17
69,83488,528,32,1,0.57
74,29836,319,23,1,0.51
41,98960,362,22,1,0.52
45,30916,791,20,4,0.17
53,20570,469,38,1,0.54
69,35797,312,20,0,0.17
35,31443,688,26,2,0.33
42,31363,647,16,1,0.15
52,56683,656,25,3,0.57
21,65193,470,18,0,0.59
31,119502,497,32,4,0.31
56,49945,468,6,2,0.57
43,69098,456,30,2,0.15
25,30803,623,38,2,0.56
41,38029,509,14,3,0.27
33,114703,495,1,1,0.43
37,120852,569,1,4,0.28
32,132419,361,16,4,0.4
24,56225,797,33,4,0.21
34,30879,416,24,1,0.41
39,40512,712,10,4,0.35
39,50822,600,8,4,0.28
71,45135,626,6,2,0.32
29,63364,839,10,1,0.35
35,87172,614,3,0,0.31
73,35792,821,36,0,0.13
63,156177,576,25,0,0.49
64,62145,303,33,3,0.43
32,118059,480,15,2,0.44
54,73991,384,29,4,0.13
33,175975,785,15,2,0.49
22,33470,836,5,1,0.49
19,46311,831,32,1,0.5
69,46387,498,14,2,0.41
45,65605,395,19,1,0.36
74,63759,395,11,2,0.54
58,72723,388,23,2,0.39
71,64214,817,39,2,0.15
44,79116,809,31,0,0.27
48,47007,823,32,4,0.46
58,75643,327,11,1,0.31
53,244630,574,14,4,0.5
64,60009,764,7,4,0.33
60,29081,398,3,2,0.29
18,43758,752,26,4,0.27
67,47583,591,36,2,0.26
46,38448,600,13,1,0.34
18,63647,841,38,3,0.4
25,89277,473,14,4,0.56
74,31254,485,18,4,0.47
33,25663,329,13,4,0.21
45,206281,550,6,2,0.33
39,37464,739,5,0,0.25
35,121384,512,33,2,0.22
39,87603,643,23,2,0.43
58,44276,336,24,2,0.16
29,40380,645,24,1,0.11
36,44255,793,14,1,0.31
42,48002,396,2,3,0.17
67,81603,835,35,4,0.36
22,29841,624,1,3,0.38
51,113655,643,21,0,0.18
56,43495,385,27,1,0.45
27,28806,460,31,2,0.16
64,65678,316,38,1,0.41
74,199138,543,24,1,0.42
24,39346,517,0,0,0.5
54,63859,305,22,0,0.54
64,64260,680,4,4,0.44
69,153686,534,34,1,0.41
69,37447,683,10,0,0.44
32,95618,423,14,3,0.36
59,29388,359,4,1,0.41
41,66913,800,37,2,0.55
43,86546,309,3,4,0.45
43,98909,827,9,1,0.25
63,30209,725,8,4,0.46
43,21884,446,32,4,0.15
27,54245,756,5,0,0.33
34,45029,304,26,0,0.3
70,29445,798,27,1,0.27
31,31169,804,33,4,0.41
19,47143,586,28,3,0.18
65,140729,506,31,0,0.57
30,32342,849,21,0,0.23
44,93502,555,14,0,0.45
26,28691,318,26,0,0.32
24,41076,462,9,4,0.2
65,27830,474,24,3,0.31
27,177434,542,10,0,0.28
73,96588,816,7,3,0.49
71,85023,402,20,4,0.43
26,82881,545,7,2,0.52
39,39988,447,36,2,0.12
40,60949,832,23,2,0.52
24,35501,475,22,1,0.31
65,230285,718,23,3,0.23
26,34120,412,12,4,0.2
44,38937,467,38,1,0.27
41,133494,832,4,2,0.27
46,56818,379,14,2,0.17
34,80981,527,23,2,0.4
37,57482,336,10,4,0.14
24,42417,626,16,2,0.35
60,42436,451,7,3,0.3
57,92161,477,23,2,0.51
24,67082,481,37,1,0.21
45,109262,767,26,2,0.38
36,108575,408,6,1,0.16
37,79896,455,23,0,0.46
61,101097,559,26,4,0.26
56,78319,695,36,3,0.58
57,72419,559,2,2,0.55
24,50920,570,21,2,0.34
23,25691,711,37,2,0.49
42,43595,336,21,2,0.14
58,123451,692,39,1,0.49
30,69159,523,28,4,0.32
56,48972,494,9,1,0.15
57,109190,666,16,2,0.24
39,47863,377,6,1,0.25
66,85296,836,34,2,0.46
34,116409,837,39,0,0.49
65,81118,607,2,1,0.37
39,101811,671,12,4,0.27
51,75834,684,5,0,0.3
25,23100,413,16,3,0.41
66,115313,576,1,1,0.42
62,89428,761,38,1,0.19
35,51422,371,37,3,0.35
41,44633,708,32,4,0.38
71,63691,829,22,0,0.47
59,32871,314,32,3,0.33
19,95936,341,24,4,0.57
19,55519,319,13,0,0.43
44,38193,315,34,4,0.46
31,83470,392,29,4,0.39
65,75915,380,8,2,0.52
56,90077,377,29,1,0.28
70,31500,797,6,0,0.12
70,86542,794,7,2,0.16
73,146278,325,6,0,0.31
29,58604,755,26,2,0.3
49,56773,376,24,0,0.32
45,29877,613,23,1,0.37
72,62382,651,27,4,0.3
45,35895,500,33,1,0.12
63,107343,602,9,0,0.5
42,201432,626,35,1,0.57
21,204000,422,14,0,0.39
43,39025,477,37,3,0.33
53,41404,601,2,3,0.16
67,81030,307,11,0,0.56
20,53370,301,32,3,0.28
18,60295,445,25,4,0.49
34,204264,847,5,0,0.2
24,34825,781,2,2,0.55
65,68414,341,26,3,0.46
22,72429,657,13,4,0.26
36,101217,520,10,0,0.48
56,38897,348,16,2,0.25
63,125705,659,15,4,0.21
51,68269,753,0,3,0.5
52,39561,327,5,0,0.56
66,54703,392,14,3,0.13
33,98840,516,32,2,0.14
57,169618,783,6,0,0.54
67,50227,838,7,4,0.57
64,172479,397,29,3,0.45
56,111432,607,6,1,0.32
44,46382,717,39,4,0.36
58,80920,599,13,3,0.29
55,92599,653,2,1,0.57
67,53111,409,25,2,0.44
67,43382,826,33,0,0.57
42,56005,803,29,2,0.55
43,49331,401,29,2,0.44
73,68735,483,28,0,0.22
31,178316,518,36,4,0.32
31,75308,428,24,3,0.44
31,147917,619,3,2,0.33
42,79555,781,0,4,0.32
53,254403,547,7,1,0.31
21,39863,367,1,2,0.19
64,21314,569,16,4,0.29
32,68637,391,22,4,0.59
49,73105,794,20,3,0.23
35,131676,828,28,2,0.26
31,155162,691,4,0,0.58
18,27458,813,31,3,0.36
59,54933,739,20,0,0.49
37,64184,738,8,0,0.22
27,33630,496,6,4,0.3
27,55829,654,17,0,0.41
41,103303,513,14,0,0.23
51,107064,406,24,3,0.29
45,72204,507,15,2,0.34
44,139806,308,19,3,0.52
57,71271,441,36,4,0.45
18,113502,833,33,2,0.56
50,39371,711,4,3,0.58
21,40695,393,32,2,0.34
24,169155,641,0,1,0.31
26,46914,587,6,3,0.38
33,99391,566,3,2,0.55
22,46005,831,3,0,0.11
51,72772,524,12,1,0.22
40,55943,468,34,0,0.52
60,85653,622,17,1,0.36
67,85427,394,10,4,0.52
42,43011,661,12,2,0.43
74,87111,763,30,1,0.51
68,33818,810,38,2,0.31
30,141901,566,5,4,0.1
41,71655,625,37,1,0.44
28,13175,432,10,2,0.35
69,31124,661,20,3,0.59
68,84304,648,25,2,0.16
34,96791,846,14,2,0.41
54,49248,567,23,2,0.25
30,64764,343,17,0,0.35
44,86061,577,7,1,0.14
37,115331,438,34,2,0.53
50,94270,610,27,4,0.55
59,45243,536,28,2,0.35
49,118437,565,1,2,0.14
25,20197,469,17,3,0.39
73,52056,515,0,3,0.24
46,81635,416,1,3,0.11
57,32760,537,13,0,0.51
36,61542,555,27,4,0.16
23,78956,733,20,1,0.56
61,40623,715,19,4,0.43
56,65855,387,33,3,0.17
65,32485,533,33,4,0.23
58,98994,829,38,0,0.59
38,78172,410,3,2,0.42
74,86627,537,27,3,0.34
39,57832,663,38,1,0.58
59,26030,708,0,0,0.12
27,56029,586,7,4,0.29
27,141927,517,15,1,0.51
69,99527,702,30,1,0.58
46,143293,521,6,3,0.49
33,61553,644,4,2,0.42
18,42363,783,1,0,0.16
34,80282,412,3,4,0.37
47,54390,317,9,4,0.39
43,45298,751,34,0,0.51
70,25150,518,0,0,0.43
63,70765,460,38,1,0.52
36,95655,369,2,2,0.39
70,33442,306,25,2,0.17
38,126071,300,16,3,0.47
34,67834,398,7,4,0.42
63,63270,614,29,4,0.27
57,32542,333,7,0,0.51
38,77944,525,28,3,0.54
70,33645,778,17,2,0.47
58,37143,790,23,2,0.34
57,25946,522,8,2,0.25
62,231006,819,19,3,0.21
66,58448,542,12,3,0.52
36,44141,387,36,0,0.43
24,58634,779,18,1,0.42
34,46582,608,4,3,0.2
18,54743,839,35,2,0.38
54,72108,767,23,3,0.59
74,48866,441,33,1,0.32
23,63703,389,7,3,0.38
43,192235,612,3,2,0.54
19,23939,479,37,0,0.54
49,33887,848,7,3,0.13
74,76631,301,8,2,0.55
65,118683,333,30,3,0.43
71,267296,613,30,0,0.27
22,73662,525,39,4,0.48
54,32548,663,6,2,0.34
48,127092,806,24,2,0.37
29,63723,415,12,3,0.42
52,62503,413,4,4,0.5
47,22663,841,17,2,0.34
65,107394,778,6,2,0.23
23,37774,406,37,4,0.41
32,79495,614,14,3,0.59
32,61922,451,32,2,0.15
33,66154,459,30,2,0.1
37,61447,374,8,0,0.29
30,41067,648,18,1,0.37
61,39319,486,5,2,0.36
59,96169,638,35,2,0.26
63,59402,688,31,2,0.57
48,43155,793,27,0,0.22
51,46342,468,37,4,0.16
46,84456,352,9,1,0.21
20,42657,556,34,0,0.15
26,132978,521,23,1,0.52
28,55392,345,33,3,0.3
28,50273,559,8,2,0.52
42,81546,314,26,4,0.42
39,51944,311,33,1,0.34
59,72464,300,14,2,0.15
63,58231,376,26,4,0.12
26,25135,841,26,2,0.38
37,35114,349,31,2,0.2
38,69314,305,26,4,0.32
27,47786,374,25,2,0.57
39,167607,645,16,3,0.17
46,40400,632,15,0,0.45
26,31113,573,34,1,0.21
22,61072,809,25,4,0.22
57,67878,567,37,0,0.42
28,93131,779,29,1,0.17
18,17111,607,36,4,0.29
70,127228,521,13,4,0.29
59,31119,577,17,3,0.33
18,103219,657,27,4,0.26
71,159333,617,39,3,0.24
56,86973,341,15,1,0.49
63,33746,366,1,2,0.14
22,54366,491,19,3,0.52
66,87360,442,29,2,0.52
39,60877,453,8,2,0.57
43,35433,393,0,4,0.22
70,62938,496,26,0,0.56
23,46242,677,8,2,0.33
49,80900,682,19,0,0.44
65,35211,833,26,3,0.53
28,22763,788,38,2,0.13
27,36015,461,34,2,0.12
64,25520,765,32,2,0.2
56,43732,697,12,0,0.38
72,83746,577,13,3,0.49
51,49169,771,0,0,0.49
48,59151,440,6,1,0.55
29,36224,546,32,1,0.38
68,60471,469,38,4,0.38
61,37122,518,33,2,0.14
33,33044,333,27,1,0.48
55,53481,584,6,1,0.34
20,42693,709,23,0,0.2
19,14660,706,14,3,0.16
69,57545,335,23,2,0.54
22,36785,673,26,2,0.39
28,35546,564,38,4,0.41
42,120325,597,2,3,0.22
52,91757,306,9,2,0.38
52,72218,322,11,0,0.18
39,61705,715,28,2,0.31
54,81059,834,7,1,0.22
39,49206,571,9,2,0.18
72,62290,368,16,1,0.5
28,48930,312,8,3,0.43
49,63330,565,14,1,0.5
52,69060,557,3,3,0.52
48,66941,574,20,4,0.29
62,49824,396,6,1,0.48
70,84573,327,7,3,0.47
25,54111,713,19,0,0.22
37,53418,403,6,3,0.44
59,24084,341,5,4,0.56
51,39117,590,8,1,0.44
21,92314,820,13,0,0.26
35,88594,338,35,3,0.45
68,59218,739,28,1,0.39
21,45291,337,2,4,0.5
37,64585,408,30,2,0.24
26,18083,729,23,4,0.18
33,64206,720,23,4,0.32
43,32096,645,35,1,0.41
55,57215,680,34,1,0.15
42,66583,803,24,3,0.23
21,50271,809,38,0,0.18
58,86967,842,20,4,0.49
62,43651,329,14,1,0.45
58,41593,457,33,1,0.41
55,81810,460,8,4,0.33
70,50007,667,2,3,0.32
36,117402,658,9,1,0.36
31,60280,849,14,2,0.51
38,78876,702,15,2,0.4
32,95380,433,12,0,0.47
20,57768,551,0,3,0.23
54,27901,505,32,4,0.34
70,81940,447,7,4,0.42
67,108707,807,15,4,0.26
63,52429,829,34,2,0.36
33,98355,490,13,4,0.52
31,33389,484,26,0,0.14
26,64525,705,0,2,0.5
64,51899,516,38,1,0.4
24,27215,387,29,3,0.31
31,73066,732,34,1,0.38
23,38405,573,9,1,0.4
38,72273,360,30,3,0.49
32,36352,381,11,3,0.5
69,25928,377,39,4,0.47
25,41893,620,34,4,0.11
51,100465,835,33,0,0.38
57,55272,565,38,3,0.32
18,60951,338,31,3,0.39
49,64203,407,11,1,0.4
66,62998,562,27,4,0.41
68,152834,695,18,0,0.27
22,58643,578,23,4,0.32
47,23091,828,19,3,0.11
39,49714,633,21,0,0.57
37,61955,526,10,4,0.59
33,31874,491,27,1,0.3
24,53157,620,39,4,0.31
24,53495,641,19,4,0.33
67,145501,327,4,0,0.25
67,42666,613,39,0,0.32
19,96259,514,6,2,0.28
64,55660,317,21,3,0.11
31,92046,409,36,1,0.16
48,120312,792,28,4,0.14
67,72446,848,11,0,0.22
58,58177,814,28,4,0.15
31,106326,569,35,4,0.22
22,28806,434,34,4,0.1
28,65292,811,21,4,0.59
57,32105,700,17,1,0.15
22,89315,794,21,1,0.52
46,62892,382,18,1,0.15
28,57746,378,33,1,0.26
22,49761,607,8,2,0.57
66,83982,325,9,0,0.26
71,24498,466,18,3,0.43
49,155020,842,37,3,0.26
53,55761,760,8,0,0.57
32,31258,450,27,3,0.11
36,16083,339,29,2,0.23
39,55042,639,24,0,0.31
51,67178,473,17,3,0.51
73,69749,396,25,4,0.39
34,28993,466,18,2,0.55
29,32372,497,26,3,0.54
42,117954,739,35,2,0.58
73,27548,829,3,0,0.19
34,63300,813,25,0,0.31
27,49383,401,2,0,0.31
45,45799,481,35,3,0.16
74,52208,713,6,1,0.57
35,45716,790,9,2,0.28
68,44960,515,3,3,0.42
35,98650,818,6,2,0.4
62,48927,841,21,4,0.22
49,32554,550,29,0,0.39
31,57414,544,21,0,0.23
73,35263,504,28,1,0.24
33,34766,787,10,0,0.38
67,123948,335,15,4,0.33
35,54633,398,5,2,0.31
33,31611,668,36,3,0.3
34,56870,557,12,0,0.48
24,61815,800,32,3,0.24
29,53985,403,7,1,0.26
51,46899,778,10,0,0.39
27,29922,539,32,1,0.58
22,48639,667,32,2,0.25
38,40255,590,39,2,0.31
20,56330,448,26,4,0.16
36,73963,700,38,0,0.42
62,143732,797,17,3,0.23
61,88204,587,31,0,0.36
52,15408,433,23,2,0.31
23,66915,753,21,1,0.49
31,127756,524,2,4,0.52
21,55757,710,2,3,0.47
62,130325,673,13,1,0.33
68,34464,384,31,3,0.31
35,38609,383,8,4,0.31
46,55022,781,15,4,0.35
52,55653,642,24,3,0.41
69,90976,571,4,2,0.26
55,59932,305,12,1,0.47
33,56699,763,30,1,0.55
37,206517,818,20,0,0.13
